20.94,5.44
17.32,3.59
24.57,8.37
28.15,11.14
22.57,6.5
18.14,4.33
28.56,11.28
20.6,5.34
28.79,11.09
26.11,9.61
26.83,9.26
26.46,8.65
18.51,3.75
22.63,6.16
28.46,10.7
26.23,9.98
20.61,5.38
24.93,8.34
17.32,2.89
22.39,6.49
24.26,7.45
22.92,6.95
17.27,2.03
28.76,11.09
24.02,8.24
20.68,5.15
18.39,3.87
20.32,5.13
24.39,7.49
22.59,6.53
18.42,3.19
18.7,4.61
26.31,9.0
17.69,2.79
26.74,9.25
20.82,5.65
28.87,10.83
28.08,10.67
24.86,7.51
22.06,6.06
28.5,10.92
20.84,5.9
22.42,6.6
26.08,8.92
22.85,6.94
28.75,10.71
20.89,5.46
28.59,10.67
28.94,10.25
22.57,6.48
28.49,10.41
22.7,6.64
26.11,9.93
28.03,10.34
26.73,9.39
22.6,6.98
24.26,7.0
22.57,6.6
22.57,6.25
20.42,5.14
28.48,10.93
26.15,8.82
26.34,9.93
24.17,7.28
22.08,6.99
22.41,6.43
18.91,3.4
24.85,8.16
24.03,7.84
20.5,5.45
28.37,10.4
26.23,9.27
26.53,9.75
24.02,7.05
24.87,8.01
20.16,5.82
24.91,7.02
26.74,8.75
18.29,3.77
22.64,6.33
28.89,10.92
24.4,8.37
18.01,3.06
20.64,5.55
18.35,1.48
18.95,1.64
20.77,5.47
18.81,1.79
26.7,8.98
22.27,6.67
17.08,1.44
24.68,7.31
26.24,8.89
28.39,10.05
26.62,8.75
28.14,10.18
26.51,8.64
18.37,4.54
20.01,5.07
26.29,9.1
18.8,2.05
24.97,7.03
24.88,8.24
17.33,2.02
26.3,9.02
26.68,9.01
24.79,7.84
26.35,9.03
17.4,3.93
26.92,9.16
26.85,8.68
28.15,11.15
22.6,6.82
17.49,2.1
18.5,4.06
22.9,6.42
24.72,7.08
22.04,6.39
28.92,10.61
24.46,7.81
26.21,9.18
18.25,4.17
22.02,6.5
28.29,10.48
28.56,10.07
20.82,5.74
24.71,7.62
20.38,5.45
24.78,7.43
26.49,9.88
26.48,8.59
26.07,9.78
28.74,10.18
26.49,9.05
26.0,8.7
28.62,11.25
22.43,6.35
24.42,7.38
24.91,8.49
28.03,11.37
26.87,9.77
22.37,6.54
26.7,9.13
17.58,1.9
28.69,10.7
28.44,10.98
22.68,6.24
28.78,10.49
26.16,9.65
28.21,10.72
26.7,8.94
28.39,11.0
24.23,7.24
20.12,5.56
20.49,5.34
26.22,9.55
28.58,10.12
26.55,8.85
28.94,11.32
22.8,6.14
26.1,9.35
17.21,1.99
18.3,2.85
17.54,3.82
24.13,7.63
26.56,9.16
24.98,8.4
20.56,6.0
26.37,8.6
28.06,11.01
28.19,11.09
26.68,8.93
24.53,7.06
26.42,9.6
26.29,9.69
26.58,9.8
20.12,5.22
17.5,2.5
24.2,7.1
28.65,10.65
28.61,10.38
24.15,7.35
26.93,9.14
18.57,4.22
22.15,6.48
20.81,5.41
28.14,10.99
17.32,2.85
20.26,5.08
26.51,8.54
28.25,10.38
22.67,6.3
22.79,6.62
24.54,7.78
22.18,6.91
24.77,7.21
17.02,1.71
28.42,10.84
22.29,6.2
20.91,5.75
20.27,5.6
22.13,6.98
28.5,11.34
22.58,6.7
28.07,11.42
20.82,5.28
28.47,11.21
26.31,9.0
20.28,5.17
26.31,8.64
20.1,5.76
25.0,7.44
22.8,6.95
26.18,8.94
28.61,10.29
20.63,5.19
20.88,5.08
18.14,1.14
28.76,10.73
18.88,4.8
22.43,6.73
22.53,6.5
18.07,4.15
22.13,6.76
20.65,5.92
22.6,6.67
28.0,10.4
24.55,7.41
22.4,6.94
20.02,5.6
28.72,10.42
24.79,7.5
18.1,4.83
26.34,9.67
24.46,8.13
22.4,6.06
22.94,6.18
22.21,6.39
22.03,6.28
22.86,6.65
20.08,5.13
22.45,6.25
22.63,6.95
26.69,9.8
26.51,9.61
26.21,8.86
20.31,5.73
17.91,1.14
24.08,7.52
26.08,9.08
17.79,2.09
20.16,5.96
22.36,6.07
26.66,9.95
24.68,7.62
20.22,5.11
26.76,8.64
20.11,5.31
17.14,1.89
24.52,7.78
28.5,10.56
28.24,10.81
20.85,5.88
26.87,9.62
24.34,7.36
20.85,5.39
26.32,9.48
24.69,8.06
22.26,6.95
27.0,8.58
20.22,5.31
28.11,11.35
24.93,8.09
24.3,7.5
24.74,8.44
24.27,7.3
22.98,6.02
24.45,8.06
20.42,5.47
18.25,3.95
22.44,6.63
24.98,7.49
28.3,11.04
26.47,8.8
26.73,9.6
17.8,4.81
22.83,6.33
24.92,8.45
20.72,5.25
26.38,9.31
26.89,9.81
28.0,11.19
18.05,2.49
28.62,10.71
22.61,6.77
18.57,1.76
24.59,8.05
22.57,6.66
26.1,8.64
22.16,6.17
26.53,8.61
20.89,5.59
26.43,9.99
24.3,7.8
20.59,5.67
17.44,1.51
24.51,7.1
26.34,9.14
22.66,6.12
24.41,7.08
28.44,11.06
18.44,2.13
28.0,10.07
26.85,9.37
26.7,9.19
24.81,7.38
22.22,6.78
20.11,5.43
18.06,2.29
24.96,7.53
20.32,5.33
22.96,6.9
20.54,5.96
26.67,8.58
26.92,9.35
28.08,11.4
26.17,8.97
17.71,2.96
20.37,5.06
28.71,10.69
24.27,8.17
28.64,11.0
18.04,2.94
26.61,8.69
26.22,9.94
22.23,6.13
20.72,5.32
17.45,1.5
18.87,1.04
24.13,7.14
24.8,7.97
26.74,9.35
26.91,8.9
24.2,7.26
20.9,5.18
28.83,10.91
28.62,10.09
26.67,9.88
22.37,6.67
26.97,9.41
18.56,4.3
24.31,7.76
22.55,6.75
17.99,2.12
28.24,11.25
24.99,8.25
26.06,8.5
18.9,1.42
20.46,5.87
26.7,9.07
18.37,2.69
28.81,11.17
18.06,4.88
24.86,7.59
22.09,6.05
24.07,8.26
24.5,8.27
24.87,7.46
28.37,10.72
20.8,5.84
17.58,3.52
28.59,10.04
22.03,6.86
20.93,5.86
28.29,10.96
24.08,7.98
17.4,3.17
18.07,4.35
28.22,10.79
21.0,5.73
17.73,4.98
24.05,8.43
24.63,8.36
20.94,5.34
26.68,8.93
28.23,10.51
20.01,5.67
22.09,6.68
28.44,11.33
28.2,10.58
17.7,1.18
28.49,10.64
28.3,10.02
26.78,9.53
28.42,10.01
22.41,6.74
17.62,3.05
20.94,5.8
18.58,1.41
17.23,3.62
28.87,10.23
20.14,5.19
20.6,5.17
18.47,2.98
28.74,10.81
17.19,1.71
18.79,3.95
20.84,5.81
28.04,10.79
28.19,10.03
24.87,8.0
24.19,7.43
24.66,8.09
26.66,9.9
18.49,2.52
24.13,7.65
28.5,10.6
17.35,4.37
22.08,6.38
24.33,7.95
18.39,1.09
22.1,6.4
24.03,8.25
26.14,8.59
26.57,9.62
26.16,8.9
18.51,3.09
22.49,6.63
28.84,10.54
20.39,5.44
26.57,9.75
26.08,9.52
20.98,5.64
24.31,7.84
20.85,5.47
22.02,6.44
24.13,7.4
18.17,4.71
20.84,5.39
18.57,4.1
20.24,5.99
22.94,6.35
17.38,2.07
22.54,6.38
22.34,6.62
20.99,5.81
28.16,11.14
18.76,2.93
28.11,10.64
18.94,1.96
22.74,6.59
28.44,10.46
17.88,2.84
18.58,4.31
20.88,5.59
26.13,9.5
17.79,2.9
26.72,9.11
28.69,10.78
17.98,4.94
22.48,6.37
26.84,9.95
26.44,9.18
17.92,1.62
28.72,10.89
26.4,9.38
20.76,5.85
20.74,5.98
17.01,2.61
20.28,5.64
22.01,6.02
26.65,8.76
26.41,9.68
26.29,9.78
24.57,7.42
26.39,9.32
24.72,7.38
20.98,5.35
20.72,5.25
20.16,5.14
18.04,3.97
28.95,11.11
26.15,9.45
17.67,3.92
22.7,6.19
20.08,5.11
18.32,4.47
20.69,5.57
18.61,3.85
18.85,1.04
24.07,7.46
28.71,10.05
20.22,5.91
22.12,6.99
24.95,8.37
24.79,8.11
28.77,11.33
28.42,10.16
18.67,4.61
20.83,5.95
18.57,3.41
22.46,6.34
26.75,8.96
18.42,3.0
24.99,7.13
18.5,2.65
20.68,5.31
26.48,8.88
17.31,3.31
20.76,5.16
24.59,7.05
26.1,9.29
26.97,8.84
18.37,2.54
26.66,9.12
22.13,6.04
24.66,7.43
28.07,10.26
20.29,5.9
20.2,5.08
24.1,8.06
24.5,7.6
18.77,2.52
26.14,8.73
26.92,9.33
22.56,6.66
24.44,7.95
24.43,7.2
26.11,9.38
18.47,4.39
22.6,6.27
26.47,9.48
17.15,2.15
28.85,11.49
26.72,9.15
26.38,9.22
20.27,5.66
22.44,6.62
28.51,11.01
28.75,10.51
20.51,5.25
22.68,6.92
26.71,8.58
26.62,8.84
28.89,10.01
26.71,8.88
28.85,11.15
17.25,4.55
20.11,5.87
22.19,6.74
26.11,8.73
20.81,5.82
28.64,10.71
20.21,5.71
20.72,5.11
18.99,1.85
24.48,8.17
28.94,10.99
26.62,9.49
22.41,6.72
22.81,6.53
26.48,9.71
20.84,5.1
20.94,5.22
26.93,9.58
22.0,6.48
22.09,6.89
18.53,3.64
28.51,11.26
28.18,10.82
20.55,5.95
26.54,8.58
17.42,1.43
26.63,9.92
22.35,6.66
26.02,9.77
26.3,8.78
20.9,5.03
28.04,10.43
26.88,9.96
26.71,8.92
18.83,2.69
20.41,5.29
24.32,7.25
26.59,8.62
28.75,10.18
28.59,11.34
22.19,6.52
28.27,10.24
28.69,10.79
18.23,1.21
28.32,11.45
28.94,10.9
28.2,10.51
17.72,4.93
26.11,9.1
24.87,8.34
22.64,6.03
26.51,9.94
20.87,5.61
22.93,6.4
20.09,5.12
20.76,5.29
20.6,5.68
28.13,10.46
24.37,7.6
22.99,6.02
26.37,9.67
20.82,5.86
28.02,10.63
20.16,5.2
26.38,8.72
18.96,2.82
26.75,8.99
24.99,7.22
28.5,10.72
28.1,10.63
17.32,1.48
26.86,9.28
22.39,6.37
17.17,3.34
26.19,9.57
26.04,9.98
24.7,7.21
28.43,10.37
24.22,8.08
26.55,9.49
28.71,10.82
28.88,10.28
26.09,9.46
26.2,9.52
20.23,5.4
28.5,11.0
22.81,6.85
28.05,10.66
20.21,5.54
26.29,9.01
20.58,5.38
20.02,5.45
17.31,2.36
20.01,5.43
20.42,5.58
20.49,5.59
26.36,8.64
28.55,10.33
28.3,10.0
18.81,1.52
24.93,7.31
24.87,7.79
26.99,9.95
26.36,9.35
28.87,11.15
17.63,4.84
26.34,9.31
20.92,5.34
20.77,5.79
24.1,8.32
28.2,11.2
26.63,8.69
28.58,10.4
20.23,5.14
20.62,5.95
28.99,11.46
26.05,8.83
20.44,5.05
17.83,2.9
28.09,10.08
20.11,5.21
20.13,5.14
17.28,1.26
26.91,9.12
22.38,6.05
18.86,1.97
22.26,6.63
26.4,8.87
28.0,10.42
28.32,10.47
28.36,11.12
22.73,6.05
26.22,9.05
22.64,6.16
22.71,6.17
24.31,7.32
26.58,9.18
20.2,5.81
18.51,1.59
17.73,2.37
20.69,5.19
26.19,9.15
28.6,11.3
18.49,4.44
20.21,5.84
17.47,4.38
22.88,6.53
28.8,10.35
22.46,6.87
24.29,7.71
20.67,5.51
22.95,6.68
26.5,9.13
17.78,4.44
26.77,9.49
24.23,7.96
26.68,8.88
28.47,10.58
26.4,9.15
18.97,4.92
18.2,4.05
24.41,7.18
22.11,6.54
22.92,6.42
20.3,5.13
18.22,2.02
22.01,6.83
26.21,8.55
17.43,2.42
20.36,5.8
22.24,6.43
24.42,7.45
20.39,5.32
20.57,5.19
24.09,8.2
28.9,10.36
17.84,1.8
20.74,5.12
17.72,1.47
18.48,4.11
22.87,6.53
28.87,10.99
22.87,6.11
18.57,2.52
22.4,6.92
28.12,10.74
26.9,8.61
17.45,4.6
20.39,5.11
20.76,5.71
19.0,1.12
26.66,8.65
26.03,9.67
22.98,6.15
20.74,5.24
28.64,11.28
22.17,6.55
23.0,6.25
26.76,9.86
20.67,5.23
28.36,11.1
24.42,7.61
28.42,10.54
18.17,4.91
17.2,4.43
24.07,7.8
24.45,8.2
17.3,4.1
28.98,10.23
28.15,10.64
17.94,1.69
26.11,9.75
17.26,4.53
24.57,8.12
24.5,8.1
20.91,5.11
18.0,2.6
28.24,10.7
22.43,6.35
17.11,2.51
26.82,9.41
20.33,5.92
22.17,6.81
20.1,5.92
22.96,6.24
24.22,7.73
20.74,5.5
20.63,5.93
22.06,6.84
22.09,6.06
20.77,5.66
22.15,6.69
22.47,6.12
24.06,7.65
26.45,9.19
18.16,3.87
18.28,2.96
17.74,3.43
20.43,5.42
17.35,3.97
28.58,10.25
28.12,11.32
24.61,8.34
20.35,5.36
18.48,1.24
24.36,7.02
26.91,8.67
22.98,6.6
28.02,11.21
22.77,6.01
26.93,9.77
28.6,10.32
28.84,10.74
28.12,10.87
24.83,7.91
24.22,8.11
17.13,3.42
24.58,7.37
26.93,8.87
26.45,8.89
20.68,5.13
17.68,1.04
18.79,1.83
28.62,10.69
26.87,8.5
20.86,5.82
17.17,2.51
20.62,5.9
17.19,2.39
17.33,2.74
28.91,10.55
22.6,6.4
19.0,4.59
22.06,6.86
28.71,11.46
26.9,9.16
26.66,8.88
22.17,6.01
26.92,9.0
22.67,6.12
28.33,11.44
22.69,6.21
22.21,6.44
17.25,2.07
22.05,6.46
24.04,8.5
22.81,6.15
28.85,10.04
26.05,9.11
17.13,3.0
24.06,7.28
22.66,6.24
26.97,9.73
18.51,3.02
26.34,8.76
28.88,11.4
20.57,5.22
20.19,5.94
17.96,2.66
20.09,5.99
20.4,5.02
20.83,5.66
26.13,9.03
28.5,11.22
28.03,11.29
24.49,7.65
24.95,7.95
24.5,7.63
28.46,10.62
22.71,6.98
24.43,7.53
22.4,6.81
24.79,8.1
18.23,1.93
28.35,10.08
20.93,5.72
20.41,5.54
24.66,8.2
20.93,5.86
28.61,10.69
20.65,5.75
24.15,7.13
24.8,7.76
28.88,10.83
20.57,5.91
17.1,4.51
20.6,5.58
22.57,6.76
28.5,10.01
26.24,8.51
24.91,8.02
20.86,5.86
20.15,5.32
28.44,11.42
20.9,5.05
18.88,3.81
24.49,8.06
20.6,5.72
22.81,6.12
24.07,7.24
26.41,9.29
28.17,11.31
28.56,11.42
28.71,11.09
18.5,4.73
22.44,6.34
26.61,9.53
20.79,5.36
24.33,8.06
20.2,5.21
22.87,6.85
22.56,6.1
20.7,5.17
20.03,5.96
20.56,5.77
26.63,9.13
22.75,6.58
20.56,5.27
17.27,4.59
22.89,6.32
20.99,5.13
18.27,2.39
18.73,3.59
24.99,8.37
28.2,10.89
26.33,8.83
20.95,5.42
22.56,6.66
24.04,7.14
17.48,2.14
22.71,6.37
18.09,2.34
20.62,5.56
24.67,8.0
18.47,3.36
24.75,7.75
22.62,6.59
22.52,6.7
17.94,4.76
20.33,5.57
20.65,5.38
17.98,2.2
26.47,9.31
24.94,7.18
24.57,7.35
28.46,10.64
20.68,5.51
18.35,1.08
22.84,6.42
26.23,9.79
22.95,6.1
26.92,9.57
17.35,3.35
24.04,7.97
24.22,8.4
20.26,5.55
24.88,7.2
24.08,7.83
20.35,5.96
22.5,6.47
22.89,6.76
20.04,5.61
28.7,10.91
22.56,6.72
20.67,5.29
20.35,5.1
28.61,10.93
20.93,5.87
26.48,9.89
28.69,10.51
18.07,4.96
17.07,1.44
26.9,9.37
28.14,11.26
20.74,5.52
26.57,9.19
20.27,5.93
24.47,8.46
26.76,8.62
17.61,2.26
28.87,10.74
24.61,7.62
26.13,8.97
28.08,10.68
22.27,6.94
26.6,9.61
28.67,10.02
17.41,4.09
24.41,8.36
24.03,7.35
28.26,10.86
18.47,1.78
22.24,6.47
24.73,8.18
22.18,6.15
26.33,9.51
18.81,5.0
26.19,9.53
22.64,6.05
26.82,9.33
28.19,10.31
20.82,5.37
17.04,2.34
24.4,7.67
26.33,8.83
17.11,2.39
17.37,3.29
18.57,4.76
24.26,7.72
17.17,4.75
22.63,6.0
22.57,6.4
26.59,8.71
24.17,7.71
24.18,8.15
28.5,10.05
18.62,4.51
28.71,10.81
22.49,6.14
18.02,3.32
28.02,10.74
22.69,6.31
22.48,6.86
22.01,6.55
24.53,7.18
28.17,10.14
26.22,9.48
24.86,7.79
24.45,7.36
22.72,6.49
24.04,7.38
28.69,10.07
17.27,1.59
28.08,11.33
24.44,8.35
24.19,8.32
24.01,7.86
24.99,7.34
26.81,9.26
22.09,6.19
28.48,11.44
22.66,6.56
22.84,6.3
24.82,8.3
26.86,8.94
17.39,4.22
20.55,5.66
28.16,10.86
28.0,10.29
28.22,10.81
18.85,4.94
24.85,7.78
28.95,10.89
28.65,10.31
20.93,5.91
22.39,6.22
24.86,7.1
26.22,8.92
22.48,6.65
20.28,5.23
28.25,10.63
26.67,9.12
26.0,8.95
26.01,9.95
24.75,8.05
22.95,6.7
24.43,8.43
24.76,7.19
20.98,5.8
26.35,9.15
24.12,7.59
22.16,6.68
26.13,9.48
17.4,3.38
26.85,8.54
28.31,10.48
26.18,8.83
28.12,10.15
18.32,1.44
22.07,6.02
17.89,1.05
22.77,6.21
24.12,8.34
20.73,5.4
20.36,5.5
24.47,7.93
18.37,2.19
28.73,10.22
22.0,6.6
22.75,6.68
17.93,3.7
28.31,11.27
18.43,3.26
26.36,9.3
20.23,5.42
28.25,10.12
17.12,4.91
28.31,11.31
17.79,3.46
24.15,7.7
22.44,6.19
28.55,11.27
22.99,6.93
22.69,6.61
28.64,11.34
28.44,10.32
22.57,6.44
26.05,8.51
17.61,3.84
28.62,10.02
28.79,10.74
28.31,11.3
24.85,8.09
26.76,8.56
26.23,9.22
22.5,6.71
17.02,3.21
20.61,5.66
26.9,8.69
26.9,9.92
22.28,6.55
22.71,6.58
26.23,9.92
26.35,9.96
24.72,7.84
26.87,9.82
17.53,3.01
26.77,9.19
26.92,9.18
20.44,5.94
22.31,6.03
22.21,6.39
18.08,1.77
28.37,10.8
20.73,5.33
20.74,5.23
24.4,7.11
20.57,5.88
20.16,5.57
20.16,5.8
26.41,8.94
22.23,6.21
28.63,10.45
20.22,5.5
26.71,9.81
17.01,1.1
22.89,6.35
20.86,5.22
20.57,5.78
18.72,2.76
28.21,10.26
28.67,10.34
26.63,9.51
26.66,9.9
18.62,3.58
17.69,1.57
22.47,6.37
28.52,10.35
24.81,7.17
24.76,8.46
28.98,11.5
24.71,7.28
26.95,9.69
20.11,5.25
26.33,8.57
26.1,9.41
24.08,7.27
28.69,11.2
24.94,7.37
17.24,3.66
22.69,6.32
17.11,3.66
20.66,5.25
22.91,6.76
28.92,11.23
24.7,8.03
28.31,10.25
17.04,4.74
28.19,10.41
28.36,10.31
26.55,9.73
28.91,10.72
26.81,9.15
22.98,6.73
26.08,9.01
28.84,10.05
24.44,7.68
22.38,6.03
20.67,5.91
26.28,9.9
26.4,9.26
22.43,6.15
22.12,6.57
22.02,6.38
17.89,1.11
24.28,7.14
20.95,5.75
22.56,6.49
20.92,5.87
24.9,7.67
20.8,5.35
26.62,8.62
22.48,6.76
26.41,9.15
26.21,9.43
20.0,5.6
28.43,10.3
22.94,6.54
20.75,5.0
26.08,8.65
28.22,10.17
18.9,2.97
22.43,6.25
17.61,3.58
28.5,10.18
28.35,10.65
24.36,8.28
28.99,10.47
20.83,5.32
20.07,5.35
28.22,10.57
22.49,6.03
28.33,10.09
26.33,9.74
18.71,2.75
24.22,7.3
20.19,5.86
20.22,5.55
26.41,9.14
17.47,1.25
22.12,6.98
22.26,6.79
22.77,6.24
26.2,9.33
20.87,5.56
20.86,5.52
22.29,6.25
26.94,9.64
24.8,7.58
26.44,9.88
20.79,5.05
20.72,5.76
18.28,4.12
20.32,5.13
28.09,11.24
18.13,3.99
20.82,5.07
26.0,9.05
26.54,8.86
24.28,7.06
24.08,7.13
24.62,7.2
24.23,7.7
26.72,9.28
22.4,6.38
17.45,2.44
22.58,6.6
24.94,8.15
28.73,10.16
20.75,5.31
28.54,10.99
17.09,3.77
28.92,10.73
22.97,6.46
22.62,6.9
18.62,3.8
24.63,7.9
17.0,3.22
20.23,5.91
22.44,6.55
26.05,9.17
20.56,5.01
28.73,10.41
24.87,7.21
17.29,4.79
26.45,9.98
20.8,5.25
20.58,5.2
17.3,1.43
26.11,8.75
17.77,2.27
26.43,9.06
26.41,9.56
24.39,7.25
20.73,5.72
26.33,9.55
20.29,5.29
18.95,4.51
28.19,10.92
28.95,10.94
17.09,3.91
24.04,7.97
24.66,7.65
26.92,9.69
24.45,8.23
20.57,5.68
20.75,5.76
22.86,6.93
17.76,1.31
28.96,10.81
20.95,5.31
18.69,1.0
24.11,8.17
17.41,3.74
20.6,5.59
24.04,8.02
26.44,8.63
17.13,2.71
17.36,4.88
28.29,11.31
26.51,9.15
22.58,6.24
26.36,9.83
28.59,10.94
24.73,8.1
17.22,2.87
26.53,9.29
24.64,7.36
24.57,7.91
28.38,11.47
17.42,3.12
26.39,8.79
28.44,11.38
24.89,7.88
20.71,5.41
20.47,5.87
24.07,8.29
20.91,5.09
20.9,5.25
22.72,6.78
22.53,6.65
18.69,4.39
22.19,6.17
20.5,5.95
17.8,3.53
28.28,10.41
24.53,7.13
28.45,10.69
22.53,6.06
17.02,4.3
20.74,5.17
22.54,6.23
20.42,5.1
17.56,2.41
20.68,5.27
22.28,6.85
24.72,7.44
28.57,11.2
18.92,3.15
24.37,8.15
26.36,9.49
28.95,10.4
22.33,6.71
17.97,2.34
18.75,1.57
24.83,7.39
22.15,6.71
24.84,7.97
24.08,7.6
22.38,6.86
26.41,8.51
24.62,8.15
28.37,10.99
22.0,6.47
28.33,10.2
20.87,5.24
24.96,7.44
22.27,6.78
28.66,10.75
22.53,6.4
26.12,9.39
20.5,5.59
24.81,7.49
18.21,4.03
24.73,8.32
24.39,8.48
26.1,8.82
24.4,7.29
20.25,5.84
20.49,5.3
28.52,11.01
22.19,6.18
20.3,5.69
24.3,7.87
22.33,6.39
18.26,2.92
18.68,4.46
26.48,9.08
24.18,7.57
20.94,5.34
20.06,5.97
20.76,5.1
17.05,2.86
26.78,9.69
20.48,5.26
22.74,6.54
17.57,1.28
28.67,10.9
29.0,10.18
24.13,8.26
22.83,6.34
28.41,11.26
28.97,10.91
26.86,8.53
22.52,6.58
18.84,5.0
22.3,6.59
24.39,8.38
17.75,3.48
28.58,10.78
26.75,9.17
26.77,9.94
26.48,8.73
26.44,9.62
22.9,6.59
28.47,11.18
22.72,6.64
22.65,6.13
26.32,8.99
28.42,10.17
26.76,9.4
20.42,5.07
24.26,7.4
23.0,6.86
18.29,4.84
24.66,7.25
22.55,6.24
28.54,10.03
20.78,5.52
20.29,5.79
28.96,10.41
26.16,9.44
20.4,5.48
24.09,8.4
28.22,10.3
28.88,10.79
28.16,10.27
18.61,1.2
26.22,9.47
28.71,10.04
24.43,8.16
22.47,6.81
24.86,7.26
22.15,6.38
24.16,7.59
22.67,6.74
24.24,7.52
26.71,9.52
26.03,8.66
26.74,9.22
28.93,10.27
22.62,6.98
17.68,3.16
24.64,8.24
20.12,5.4
20.47,5.03
28.61,10.17
26.07,9.75
26.98,9.28
26.78,9.66
20.12,5.81
17.23,2.2
20.59,5.25
28.51,10.41
22.82,6.61
20.09,5.01
22.88,6.81
18.6,4.78
22.32,6.69
26.83,9.55
22.89,6.46
22.64,6.03
22.0,6.86
18.5,1.81
22.74,6.79
22.64,6.12
24.86,8.25
22.73,6.47
24.9,7.11
22.99,6.04
22.82,6.3
24.63,7.18
26.49,9.2
26.35,8.83
26.03,9.59
24.02,8.13
24.22,8.24
20.73,5.31
28.33,10.29
24.22,8.22
24.45,7.28
22.15,6.82
22.38,6.25
26.77,8.7
20.88,5.52
28.15,10.43
26.12,8.71
24.09,8.46
28.88,10.79
24.95,7.88
28.53,10.03
26.43,9.93
24.15,7.37
28.68,10.8
20.0,5.41
18.73,2.09
22.83,6.66
28.5,10.28
20.9,5.11
24.28,8.0
20.41,5.94
20.55,5.49
22.56,6.73
20.34,5.73
28.39,10.66
22.55,6.33
24.43,7.25
28.51,10.71
28.33,11.09
22.9,6.32
20.77,5.47
24.16,7.33
18.54,4.66
24.89,7.58
26.3,9.25
20.47,5.2
26.74,8.91
22.97,6.52
24.02,7.19
28.27,11.12
20.89,5.34
26.6,9.44
26.16,8.98
20.76,5.37
22.51,6.4
26.04,8.8
24.14,7.0
18.84,1.97
18.11,1.1
18.86,1.57
22.34,6.69
26.28,9.38
20.4,5.36
20.45,5.56
26.98,8.87
20.14,5.89
28.84,10.89
20.16,5.91
17.16,4.67
26.56,9.54
22.61,6.03
22.17,6.81
28.42,10.75
22.92,6.23
26.24,9.67
22.84,6.54
24.22,7.68
20.14,5.61
22.53,6.14
24.98,8.11
18.21,1.46
17.33,1.11
20.28,5.88
26.35,9.38
28.35,10.66
20.8,5.9
20.67,5.89
22.1,6.88
20.54,5.78
20.41,5.96
26.39,8.79
24.69,7.44
28.11,10.37
20.41,5.44
20.36,5.11
22.67,6.96
17.69,4.07
22.74,6.17
26.35,9.62
24.73,8.08
20.22,6.0
22.8,6.49
24.62,8.49
18.75,1.23
