24.47,7.43
55.84,100.51
50.13,73.63
26.78,9.49
43.66,41.39
20.39,5.12
22.87,6.67
24.11,7.85
24.85,8.05
28.47,10.05
51.56,71.07
53.39,77.9
47.87,55.84
26.86,8.64
45.35,53.51
22.19,6.53
43.91,43.15
53.36,72.05
22.33,6.12
40.31,43.5
40.46,41.82
28.48,11.37
57.57,93.65
50.4,76.47
17.18,2.31
24.96,8.4
26.02,9.05
56.84,101.0
51.5,69.49
41.85,38.31
46.82,49.41
55.12,96.98
53.09,74.99
28.87,10.18
26.61,9.28
28.58,11.44
22.29,6.42
57.25,94.61
28.22,10.71
22.18,6.64
57.56,97.46
28.41,10.34
58.25,109.54
45.78,56.55
24.61,8.09
56.12,107.01
26.83,8.83
20.13,5.49
28.22,11.22
58.6,101.51
51.69,77.91
26.43,9.79
20.49,5.51
56.99,107.17
58.13,107.89
18.37,4.15
53.54,69.97
52.66,77.24
20.51,5.78
58.23,100.83
17.61,4.26
20.4,6.0
17.03,3.44
20.14,5.55
51.4,77.16
24.51,7.88
41.96,39.84
56.97,101.94
46.62,51.56
55.83,92.21
18.66,2.62
47.09,57.36
47.68,51.38
52.21,70.87
17.51,4.14
18.19,3.63
20.35,5.19
52.71,76.6
45.12,54.69
58.22,98.93
24.8,8.07
52.46,73.7
43.49,42.32
24.02,7.54
20.32,5.51
57.32,108.62
45.63,58.72
45.89,56.14
22.46,6.73
24.33,7.28
55.91,97.31
28.27,11.31
40.17,44.46
40.27,39.03
17.28,1.55
17.89,2.7
55.65,100.66
28.1,11.11
46.27,52.71
24.66,7.99
26.41,9.52
22.21,6.54
22.41,6.12
52.57,71.47
53.37,80.16
24.7,7.72
24.03,7.55
43.18,40.8
22.24,6.63
28.96,10.41
22.88,6.52
53.76,73.35
22.84,6.73
28.69,10.31
26.22,9.4
47.01,58.44
22.42,6.8
18.6,1.46
55.67,100.65
58.38,95.49
26.86,9.19
24.23,7.87
45.76,59.38
20.06,5.29
18.07,1.88
18.33,4.17
24.0,8.11
56.67,101.15
18.29,1.49
22.41,6.57
28.79,10.5
55.12,97.78
40.97,41.54
28.22,10.32
58.83,109.32
26.83,9.87
22.22,6.35
28.05,10.52
24.38,8.3
57.78,100.86
48.84,56.79
52.34,69.45
48.91,53.18
18.63,3.9
28.63,10.21
55.15,102.81
46.2,56.84
48.33,55.26
51.98,80.6
28.48,11.28
57.28,95.68
22.8,6.73
28.14,10.69
58.25,91.93
26.61,9.82
20.54,5.9
56.13,95.89
28.83,10.31
57.35,94.43
56.08,98.4
24.38,8.24
18.42,2.89
24.52,7.34
26.73,9.64
52.17,69.22
55.36,104.75
56.63,109.85
24.41,7.92
45.94,57.22
43.15,40.78
58.85,106.48
20.53,5.37
43.63,41.29
57.11,98.38
57.01,95.1
56.44,95.6
18.88,2.85
20.63,5.79
18.02,1.34
24.47,7.49
24.35,7.81
56.28,108.78
26.07,9.74
17.11,2.8
28.24,10.71
55.91,92.34
28.13,10.34
57.98,103.62
24.53,7.2
24.17,8.49
56.64,102.55
57.62,108.32
43.62,38.52
45.28,58.44
58.46,97.09
56.33,107.37
28.37,10.38
53.62,68.85
18.56,4.82
50.32,73.91
20.13,5.97
48.43,53.42
28.54,10.73
41.68,43.68
56.8,96.65
41.6,41.76
43.39,41.1
28.6,10.38
20.54,5.6
28.04,11.44
58.42,106.05
20.43,5.93
55.92,103.92
48.79,53.12
18.7,3.3
42.13,44.16
24.49,7.91
22.8,6.68
20.17,5.95
57.11,91.61
48.67,54.96
40.89,44.86
40.17,42.67
22.89,6.28
52.69,79.0
53.86,80.17
22.78,6.92
47.32,54.05
41.75,42.42
24.07,8.22
17.4,2.92
26.04,9.61
55.09,102.95
56.53,101.61
58.12,101.5
55.37,94.33
58.57,108.28
58.18,108.63
52.33,75.06
43.18,37.93
58.99,92.48
50.44,78.87
18.57,4.25
28.73,10.96
24.01,7.05
56.48,102.34
28.59,11.45
57.89,97.44
24.08,7.03
57.63,105.06
57.18,103.97
55.34,108.63
28.81,11.42
43.65,44.37
52.93,78.49
17.22,1.94
47.24,53.82
58.7,102.57
56.23,105.63
28.13,10.28
57.39,109.69
58.5,95.14
41.78,38.79
55.99,95.41
17.16,1.98
43.43,39.14
43.33,43.05
50.49,72.75
47.37,53.59
56.98,97.97
46.13,54.75
28.66,10.11
24.44,7.57
58.9,95.15
57.03,100.92
28.42,11.43
28.5,10.86
20.19,5.47
55.41,97.2
51.73,74.18
26.21,9.96
56.71,95.26
17.05,4.15
17.08,3.76
20.76,5.06
56.56,92.11
18.72,3.76
28.18,10.11
20.75,5.84
51.77,78.41
47.37,51.82
55.2,93.57
24.14,8.41
46.98,57.81
26.08,8.59
48.17,53.46
56.08,98.25
22.84,6.71
28.7,10.29
28.8,10.17
28.92,10.83
45.32,50.59
57.32,96.4
22.37,7.0
43.39,38.8
26.17,9.97
24.7,8.06
56.3,92.0
47.41,51.94
55.51,97.54
28.5,10.72
55.5,95.43
26.0,9.43
24.59,8.39
24.33,7.23
18.57,1.71
42.73,44.21
52.81,78.97
52.58,70.07
20.17,5.14
20.13,5.88
26.06,9.8
48.31,51.23
58.84,109.74
26.96,9.93
57.71,106.78
56.69,101.73
48.57,58.39
56.76,102.9
56.6,96.36
20.55,5.84
26.3,9.73
50.79,79.1
57.85,102.35
58.91,91.95
57.59,105.94
55.22,107.64
24.63,7.26
51.16,71.48
57.04,97.46
47.59,52.89
56.42,108.39
17.21,2.73
28.24,11.17
28.63,11.12
42.41,41.02
22.34,6.77
28.83,10.12
22.7,6.31
42.35,41.98
26.36,8.52
20.12,5.35
22.09,6.29
47.48,52.67
58.7,96.61
55.29,109.84
43.14,43.91
28.37,11.27
22.73,6.64
28.88,10.64
57.69,100.98
22.98,6.17
20.53,5.98
43.16,38.27
24.71,7.78
45.51,55.22
26.51,8.75
17.44,3.51
24.01,8.2
24.22,8.06
22.16,6.5
58.82,102.41
42.4,40.2
45.36,56.3
28.79,10.24
28.52,11.31
28.12,10.04
28.65,11.13
28.67,11.25
41.73,44.26
48.24,56.32
28.55,10.71
52.1,69.97
55.64,103.52
55.67,109.42
17.68,2.86
40.98,42.41
28.59,10.55
24.12,7.2
48.99,50.7
28.22,10.36
28.53,10.97
28.88,10.14
56.96,108.07
28.47,10.87
55.2,100.1
51.92,79.78
55.31,91.44
28.47,11.04
20.15,5.16
26.76,8.78
24.14,7.43
55.86,92.47
57.96,108.41
57.95,93.96
17.99,2.95
55.48,94.09
28.56,11.47
43.36,41.71
56.23,96.48
24.63,7.34
43.59,41.55
55.78,104.47
40.71,41.52
46.27,54.81
28.99,11.01
28.64,11.01
24.42,7.4
45.16,59.31
28.36,11.19
22.32,6.3
28.07,11.12
43.7,42.59
26.66,8.88
26.01,9.19
17.34,4.17
43.86,39.8
43.02,44.7
48.48,58.05
26.15,8.96
28.33,11.23
51.74,77.4
20.37,5.22
20.14,5.46
20.86,5.54
28.83,10.62
24.51,7.03
26.16,9.11
57.05,98.49
41.78,43.95
41.32,43.3
55.92,99.43
55.72,92.64
48.92,49.46
52.23,77.81
55.15,99.18
55.51,109.85
22.45,7.0
28.51,11.14
28.11,10.34
22.08,6.29
24.91,7.06
26.93,9.25
56.78,104.25
22.45,6.94
41.04,37.84
48.52,49.71
18.25,4.26
26.15,9.59
46.47,54.24
46.24,49.51
18.31,2.77
28.93,10.76
18.93,4.95
20.71,5.78
43.08,38.4
28.55,10.49
43.1,42.39
58.17,92.14
58.95,94.44
40.53,41.2
24.74,8.4
28.83,10.25
22.4,6.15
56.1,102.21
47.03,55.2
26.99,8.99
28.09,10.75
17.02,4.46
18.37,1.45
24.34,8.39
17.06,1.4
46.85,53.39
17.87,3.53
56.16,95.32
18.95,3.27
24.54,7.79
28.68,10.86
28.11,10.32
28.04,10.49
20.98,5.95
52.11,71.2
40.94,44.79
48.45,55.07
24.2,7.6
40.96,40.62
28.33,10.49
28.65,11.46
55.33,91.26
28.38,10.37
24.96,7.33
28.28,10.72
52.47,70.25
48.32,53.46
40.26,42.85
20.15,5.75
57.61,105.1
24.52,8.44
56.36,95.99
43.13,39.84
22.73,6.8
20.67,5.14
57.21,108.3
28.03,10.67
48.34,56.22
28.25,11.21
28.87,10.27
28.63,10.31
55.73,100.77
42.29,37.89
28.73,11.13
24.81,7.39
28.19,10.9
28.09,11.02
40.63,39.88
26.6,9.5
26.07,9.78
40.18,39.54
52.87,70.08
24.65,7.96
55.66,106.7
22.82,6.13
28.42,10.82
17.0,4.82
56.1,91.27
24.46,7.41
53.59,72.04
58.72,109.82
40.85,38.86
56.22,109.13
28.85,11.02
22.28,6.33
56.78,94.3
45.47,58.36
58.01,108.72
58.5,100.24
45.7,55.54
22.5,6.44
28.17,11.35
28.84,10.5
58.63,93.62
28.6,11.28
46.56,54.77
28.72,10.49
24.59,7.2
42.58,40.47
18.21,2.21
28.83,10.97
24.63,8.22
28.19,11.33
56.36,95.76
58.15,100.21
45.54,53.95
28.6,10.92
43.58,42.75
51.61,79.24
28.59,11.04
22.29,6.91
24.62,8.14
18.5,3.2
43.99,43.55
24.08,7.45
42.87,43.47
48.63,51.62
56.99,96.57
24.21,7.37
28.69,10.09
56.68,105.69
58.65,92.32
18.51,4.01
58.29,92.43
52.45,80.95
45.68,53.15
18.89,2.0
26.79,9.83
20.52,5.72
22.06,6.07
51.89,80.26
57.85,107.5
26.38,9.21
56.8,108.89
55.1,103.59
22.41,6.02
28.17,11.06
43.25,38.96
22.52,6.77
28.59,10.06
47.71,53.27
56.77,91.38
26.36,9.14
26.3,8.55
43.12,43.06
28.03,10.27
48.63,55.33
22.39,6.8
20.31,5.31
56.37,96.91
26.45,9.55
20.17,5.23
26.66,9.56
28.52,11.2
18.75,2.41
22.41,6.34
26.14,9.86
43.78,39.34
52.89,67.65
28.06,10.2
48.32,52.36
18.65,2.44
57.69,97.65
17.83,4.89
22.59,6.55
26.4,9.33
45.02,51.1
58.26,106.36
26.47,8.59
17.78,4.37
22.87,6.4
26.26,9.54
57.82,107.36
26.23,9.04
58.89,91.94
51.27,70.47
28.82,10.31
17.45,1.14
53.88,69.6
58.05,107.59
57.88,106.86
22.79,6.16
47.06,59.32
22.84,6.05
45.6,49.34
28.26,10.79
28.4,11.2
28.76,10.49
47.86,49.91
56.45,100.85
24.85,7.29
58.79,98.47
24.8,7.4
26.08,9.82
28.32,10.89
48.54,51.99
56.3,103.94
46.52,58.97
55.78,106.76
28.16,10.55
22.43,6.62
20.19,5.43
22.66,6.15
55.46,97.44
58.78,106.15
46.28,55.58
26.84,9.44
26.46,9.62
40.6,39.19
24.6,7.02
26.33,9.09
24.22,7.83
26.89,9.32
52.17,75.91
24.44,8.07
50.78,76.51
20.36,5.63
20.31,5.44
48.58,58.62
24.77,8.24
56.36,101.45
22.56,6.05
43.49,44.23
51.62,74.13
17.55,4.82
43.19,39.58
56.21,95.99
48.0,54.24
22.76,6.74
45.57,56.29
52.14,76.32
22.92,6.92
27.0,9.96
24.35,7.76
43.76,40.02
22.35,6.29
52.55,75.71
18.62,4.17
22.93,6.15
26.07,9.57
22.64,6.52
24.39,7.2
47.85,54.28
40.94,38.48
24.41,7.34
47.93,50.9
18.5,2.38
42.55,42.62
20.29,5.06
28.69,10.94
58.72,98.62
42.96,42.57
18.18,1.88
50.84,74.14
20.23,5.64
55.49,108.84
18.67,2.32
56.83,106.3
24.88,7.72
42.68,44.33
26.77,8.84
52.33,74.85
46.11,58.62
28.33,10.97
28.27,10.3
55.67,101.53
22.16,6.79
57.63,100.81
26.53,9.33
55.07,104.0
22.35,6.25
28.1,11.32
52.28,68.79
26.43,9.31
20.17,5.51
52.72,68.84
58.77,95.89
22.06,6.57
58.05,92.93
43.39,41.73
24.45,8.42
53.92,77.55
22.67,6.33
46.82,50.14
20.2,5.04
51.08,76.73
55.13,108.39
55.1,95.3
17.85,4.93
26.65,9.5
26.16,9.48
56.51,108.5
22.54,6.93
28.56,10.92
22.64,6.96
55.45,92.54
26.83,8.7
51.33,68.6
56.82,102.03
28.87,10.65
51.34,79.61
40.11,42.91
41.17,45.05
56.0,92.27
51.02,77.52
56.93,109.36
56.49,96.46
53.18,76.27
51.56,73.78
17.02,4.53
53.89,67.43
28.89,11.08
28.6,10.73
43.65,39.77
45.63,53.55
41.54,39.5
24.43,8.19
50.71,72.97
45.89,56.25
28.22,10.56
28.04,10.55
58.11,101.95
55.22,99.33
28.4,10.46
17.93,2.56
41.49,44.61
58.52,104.38
56.7,101.48
58.43,105.59
28.37,11.37
20.75,5.09
55.52,93.61
20.28,5.67
51.3,70.53
51.3,73.85
57.37,101.98
45.66,55.98
55.7,92.7
58.12,91.57
47.0,52.06
22.45,6.42
50.58,71.61
17.67,1.33
55.6,102.47
28.42,11.25
48.75,57.01
26.68,9.3
24.94,7.92
20.92,5.57
57.68,94.63
40.58,37.51
18.1,3.89
57.62,106.51
28.69,11.46
56.62,96.68
58.86,105.18
28.1,10.19
28.76,11.49
17.65,3.31
51.18,72.16
57.93,105.98
24.65,7.78
57.68,91.72
25.0,8.14
22.44,6.93
28.42,10.27
28.78,11.49
18.52,4.0
52.99,78.03
48.09,56.89
48.42,58.24
28.02,11.04
56.72,104.55
50.23,77.0
17.56,3.44
58.36,98.01
22.06,6.87
17.56,4.93
44.0,44.06
20.92,5.18
47.56,57.02
55.81,106.82
18.65,2.33
22.08,6.25
55.09,102.21
28.01,11.47
50.47,79.86
43.22,45.04
41.16,41.51
26.3,9.71
55.71,96.22
56.9,91.09
26.68,9.42
56.9,107.23
57.49,103.09
40.05,40.2
